HotelCode|PropertyAmenities
209499|Air conditioning in public areas,24-hour reception,Hotel safe,Currency exchange facilities,Lift access,Garden,Mobile phone coverage,Check-in hour,Room service,Laundry service,Launderette,Medical service,Bicycle storage,Check-out hour,Gym,Transfer service,Multilingual staff,Wi-fi,NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,YES Car park,NO Wheelchair-accessible,Bathroom,Shower,Bathtub,Direct dial telephone,TV,Internet access,Kitchenette,Kitchen,Minibar,Fridge,Mini fridge,Cooker,Microwave,Tea and coffee making facilities ,Washing machine,Ironing set,Double bed,King-size bed 150-183 width,Individually adjustable air conditioning,Safe,Living room
209508|Total number of rooms - ,Airport transportation (surcharge)
209523|Take advantage of recreational opportunities offered, including an outdoor pool, a sauna, and a steam room. Additional amenities include complimentary wireless Internet access, babysitting/childcare, and tour/ticket assistance.
209552|Self parking (surcharge)
209617|Take advantage of recreational opportunities offered, including a health club, an outdoor pool, and a fitness center. Additional amenities include complimentary wireless Internet access, concierge services, and tour/ticket assistance.
209653|Sauna,Number of coffee shops/cafes -
209908|Take advantage of recreation opportunities such as a health club, or other amenities including complimentary wireless Internet access and a television in the lobby. Getting to nearby attractions is a breeze with the area shuttle (surcharge).
210138|Number of floors - ,Health club,Limo or Town Car service available,Pool umbrellas,Free WiFi
210199|Babysitting or childcare,Elevator/lift,Gift shops or newsstand,Airport transportation (surcharge),Fireplace in lobby,Express check-out,Luggage storage
210231|Outdoor pool,Breakfast available (surcharge)
210237|Car parking (Payable to hotel, if applicable),Disabled facilities,Early check-in,Lifts,Lobby,Porterage,Room Service,Air conditioning,Hairdryer,Mini bar,Satellite television,Television,Voltage
210292|Fitness facilities,Business center,Free self parking
210389|Number of buildings/towers - ,Dry cleaning/laundry service,Steam room,Designated smoking areas (fines apply)
210872|Treat yourself with massages, body treatments, and facials. You're sure to appreciate the recreational amenities, including a health club, an outdoor pool, and a sauna. Additional amenities include wireless Internet access (surcharge), babysitting/childcare (surcharge), and tour/ticket assistance. Getting to the surf and sand is a breeze with the complimentary beach shuttle.
210927|Elevator/lift,Sauna,Conference center,Luggage storage
212072|Sauna,Free self parking
214154|Elevator/lift,Free WiFi,Number of meeting rooms -
214348|Airport Shuttle,Laundry Service,Wheel Chair Access,Business Center,Concierge,Accessible Rooms/Facilities,Currency Exchange,Doctor on Call,Tour Desk,Elevators,Bar/Lounge,WiFi,Accessible parking,Public areas wheelchair accessible for disabled
214349|Luggage storage
214351|Outdoor pool,Breakfast available (surcharge),Children's pool,Parking (limited spaces)
214352|Luggage storage
214354|Enjoy the recreation opportunities such as a health club or make use of other amenities including complimentary wireless Internet access.
214355|Take advantage of recreation opportunities including a health club and a sauna. This hotel also features concierge services and wedding services.
214357|Elevator/lift,Tours/ticket assistance,Number of restaurants - ,Free self parking,Luggage storage,Terrace
214358|Make use of convenient amenities such as complimentary wireless Internet access, a hair salon, and tour/ticket assistance.
214359|Business center,Designated smoking areas,Tours/ticket assistance,Free shopping center shuttle
214360|Babysitting or childcare,Concierge services,Coffee/tea in common areas,Outdoor seasonal pool,Free train station pickup,Year Built
214361|Elevator/lift,Multilingual staff,Marina on site
214362|Take advantage of recreational opportunities offered, including a health club, an outdoor pool, and a sauna. Additional amenities at this Art Deco aparthotel include wireless Internet access (surcharge), concierge services, and babysitting/childcare (surcharge).
214363|Airport transportation (surcharge),Express check-out
214367|Enjoy a range of recreational amenities, including a health club, an outdoor pool, and a sauna. This aparthotel also features wireless Internet access (surcharge), babysitting/childcare, and tour/ticket assistance.
214368|Restaurant,Number of floors - ,Coffee shop or café,Express check-in,Rooftop terrace
214374|Currency exchange, games room, gift shop, laundry service, lift/elevator, lobby, non smoking rooms, reception, safe deposit box, secretarial services and tour desk.
214375|Coffee shop or café,Free newspapers in lobby,Porter/bellhop
214376|Relax at the full-service spa, where you can enjoy massages. Additional features include wireless Internet access (surcharge), concierge services, and babysitting/childcare (surcharge).
214877|Airport transportation (surcharge),Multilingual staff
225862|Laundry facilities,Multilingual staff,Tours/ticket assistance
231339|Bar/lounge,Elevator/lift,24-hour front desk,Free WiFi,Conference space size (meters) - ,Free shopping center shuttle,Rooftop terrace
231355|Laundry facilities,Free WiFi
231375|Television in common areas,Free WiFi,Free shopping center shuttle,Supervised childcare/activities (surcharge)
248988|Coffee/tea in common areas,Steam room,Luggage storage
249327|Airport transportation (surcharge),Library,Spa services on site,Multilingual staff,Free wired high-speed Internet,Year Built,Free shopping center shuttle,Number of bars/lounges -
249485|Concierge services,Coffee/tea in common areas,Laundry facilities,Children's pool,Multilingual staff,Free wired high-speed Internet,Free theme park shuttle,Free long-term parking,Beach towels
249725|Elevator/lift,Number of floors - ,Poolside bar,Multilingual staff
249732|Enjoy a range of recreational amenities, including an outdoor pool, a spa tub, and a sauna. Additional features include complimentary wireless Internet access, concierge services, and tour/ticket assistance.
249790|Gift shops or newsstand,Number of floors - ,Dry cleaning/laundry service,Rooftop terrace,Beach umbrellas
249791|Arcade/game room,Free newspapers in lobby,Designated smoking areas
249833|Concierge services,Breakfast available (surcharge),Coffee shop or café,Safe-deposit box at front desk
249872|Number of floors - ,Number of buildings/towers - ,Express check-in
249873|Breakfast available (surcharge)
249874|Restaurant,Designated smoking areas,Billiards or pool table
249875|Concierge services,Laundry facilities,Tours/ticket assistance
250428|NO Large pets allowed (over 5 kg),NO Small pets allowed (under 5 kg),NO Garage,NO Car park,NO Wheelchair-accessible,NO Smoking rooms,NO Disability-friendly bathroom,NO Wheelchair-accessible
253323|Gift shops or newsstand,Total number of rooms - ,Number of buildings/towers - ,Coffee shop or café
253324|Airport Shuttle,Laundry Service,Wheel Chair Access,Business Center,Concierge,Accessible Rooms/Facilities,Restaurant,High Speed Internet,Currency Exchange,Outdoor Pool,Doctor on Call,Elevators,Childcare Service,Bar/Lounge,Accessible parking,Accessible parking,Public areas wheelchair accessible for disabled
253670|Outdoor pool,Sauna,Free self parking
254538|Indoor pool,24-hour front desk,Dry cleaning/laundry service,Spa treatment room(s),Children's club,Free area shuttle,Children's club (surcharge)
254539|Outdoor pool,Breakfast available (surcharge),Free valet parking,Free beach shuttle
254540|Concierge services,Breakfast available (surcharge),Coffee shop or café,Smoke-free property,Babysitting or childcare (surcharge)
260017|Children's pool,Safe-deposit box at front desk,Conference center
260353|Bar/lounge,Elevator/lift,ATM/banking,Laundry facilities,Conference space size (feet) - ,Luggage storage
260363|Hair salon,Total number of rooms - ,Number of floors -
264724|Express check-out,Free wired high-speed Internet,Free shopping center shuttle
264725|Number of buildings/towers - ,Dry cleaning/laundry service,Year Built,Babysitting or childcare (surcharge)
264858|Elevator/lift,Express check-out,Tours/ticket assistance,Free shopping center shuttle
265004|24-hour front desk,Dry cleaning/laundry service,Express check-in
265242|Take advantage of recreational opportunities offered, including a nightclub, a health club, and an outdoor pool. Additional features include wireless Internet access (surcharge), concierge services, and babysitting/childcare. Guests can get around on the complimentary shuttle, which operates within 2 km.
265243|Total number of rooms - ,Number of buildings/towers - ,Grocery/convenience store,Conference space size (meters) - ,Babysitting or childcare (surcharge)
265774|Safe-deposit box at front desk,Turkish bath/Hammam
265790|Elevator/lift,Barbecue grill(s),Garden,Full-service spa,Sauna,Number of restaurants - ,Conference space size (meters) - ,Conference center,Free self parking
265841|Barbecue grill(s),Limo or Town Car service available,Spa treatment room(s),Free WiFi,Rooftop terrace
265843|Airport transportation (surcharge),Television in common areas,Spa services on site,Multilingual staff
265982|Spa treatment room(s),Steam room,Wedding services
266865|Laundry facilities
266874|Breakfast available (surcharge),Coffee shop or café
266883|Restaurant
266891|Total number of rooms -
267815|Free parking
267980|Total number of rooms -
268002|Fitness facilities,Porter/bellhop,Full-service spa,Designated smoking areas,Tours/ticket assistance,Free self parking
268559|Designated smoking areas
268940|Concierge services,Ski storage,Breakfast available (surcharge),Tours/ticket assistance
269990|Restaurant,Wi-Fi access,Buffet,CafÃ©,A La Carte,Elevator,Air Condition,Minibar,Safety Box,Bathtub,Satellite T.v,Bar,Private Garage,Doctor On Call,Business Center,24 Hours Security,Car Rental Service,Wi-Fi In Public Area,Shower,24 hr Room Service,Bathrobe & Slippers,Refrigerator,Bidet
270355|Elevator/lift,Laundry facilities,Tours/ticket assistance,Luggage storage
270387|Gift shops or newsstand,Number of buildings/towers - ,Designated smoking areas (fines apply),Supervised childcare/activities (free)
270778|Restaurant,Arcade/game room,Coffee shop or café,Year Built,24-hour business center,Luggage storage
271030|Be sure to enjoy recreational amenities including a health club and an outdoor pool.
271273|Make use of convenient amenities, which include complimentary wireless Internet access and concierge services.
272505|Free self parking
272520|Safe-deposit box at front desk,Free newspapers in lobby
272561|24-hour front desk,Dry cleaning/laundry service,Express check-in
272841|Number of buildings/towers - ,Breakfast available (surcharge),Meeting rooms,Number of restaurants - ,Free valet parking
275540|Airport transportation (surcharge),Tours/ticket assistance
275542|Laundry facilities,Tours/ticket assistance,Year Built
